x,y,z,qx,qy,qz,qw,nx,ny,nz
0.003279548945222243,0.3,0.17999375492591438,0.0,-5.355381366155186e-05,-0.0,0.9999999985659945,-0.0001071076271695108,0.0,0.9999999942639781
-0.013023139123216627,0.3,0.17999210988846553,0.0,-4.702740902064463e-05,-0.0,0.9999999988942114,-9.405481793728452e-05,0.0,0.9999999955768456
-0.029325126006272607,0.3,0.17999070946125253,0.0,-3.85532039520258e-05,-0.0,0.9999999992568253,-7.710640784674806e-05,0.0,0.9999999970273009
-0.04562641169850365,0.3,0.17998961712679723,0.0,-2.8131181426492504e-05,-0.0,0.9999999996043183,-5.626236283072302e-05,0.0,0.9999999984172733
-0.06192699618798231,0.3,0.17998889636011237,0.0,-1.576131639374e-05,-0.0,0.9999999998757905,-3.152263278356459e-05,0.0,0.9999999995031619
-0.07822687945555334,0.3,0.17998861062896215,0.0,-1.4435757903111687e-06,-0.0,0.9999999999989581,-2.887151580619329e-06,0.0,0.9999999999958322
-0.09452606147409506,0.3,0.17998882339412273,0.0,1.4822081451016814e-05,0.0,0.999999999890153,2.9644162898777305e-05,0.0,0.9999999995606118
-0.11082454220778551,0.3,0.17998959810964135,0.0,3.303570439041214e-05,0.0,0.9999999994543212,6.60714087447705e-05,0.0,0.9999999978172845
-0.1271223216113641,0.3,0.17999099822309578,0.0,5.319735006872545e-05,0.0,0.999999998585021,0.00010639469998690463,0.0,0.9999999943400839
-0.14341939962938932,0.3,0.17999308717585227,0.0,7.53070834937804e-05,0.0,0.9999999971644217,0.0001506141665604825,0.0,0.9999999886576864
-0.15971577619551022,0.3,0.17999592840332349,0.0,9.936497762524025e-05,0.0,0.9999999950633006,0.00019872995426941045,0.0,0.9999999802532025
-0.1760114512317269,0.3,0.17999958533522484,0.0,0.00012537111335801955,0.0,0.9999999921410418,0.00025074222474546647,0.0,0.9999999685641678
-0.19230642464765665,0.3,0.18000412139583072,0.0,0.00015332557950426063,0.0,0.9999999882456333,0.00030665115540403113,0.0,0.9999999529825334
-0.20860069633979766,0.3,0.18000960000422925,0.0,0.0001832284727738625,0.0,0.9999999832136632,0.00036645693939625526,0.0,0.9999999328546535
-0.2248950507110397,0.3,0.1800160782804929,0.0,0.00021290068027271126,0.0,0.9999999773366498,0.0004258013508953373,0.0,0.9999999093466008
-0.24120354026223917,0.3,0.1800230119235907,0.0,0.00020330798306463188,0.0,0.9999999793329318,0.00040661595772570385,0.0,0.999999917331728
-0.25753135915030273,0.3,0.1800287636892826,0.0,0.00014002393430256646,0.0,0.9999999901966489,0.00028004786585972535,0.0,0.9999999607865957
-0.27387850660009294,0.3,0.1800315753994027,0.0,2.305150455934233e-05,0.0,0.9999999997343141,4.6103009106435734e-05,0.0,0.9999999989372563
-0.2902449797813969,0.3,0.18002968279758022,0.0,-0.00014760326231191517,-0.0,0.9999999891066385,-0.0002952065214080389,0.0,0.9999999564265539
-0.3066307732149656,0.3,0.18002131565454854,0.0,-0.00037193118034376503,-0.0,0.9999999308335962,-0.0007438623092372456,0.0,0.9999997233343942
-0.3230358781651277,0.3,0.18000469787869855,0.0,-0.00064991982115269,-0.0,0.9999997888020907,-0.0012998393677819652,0.0,0.9999991552084522
-0.33946028201921224,0.3,0.17997804763323608,0.0,-0.000981553382254094,-0.0,0.9999995182763629,-0.0019631058188332574,0.0,0.9999980731059156
-0.3558899826908385,0.3,0.17993972882186682,0.0,-0.0013279643572796714,-0.0,0.9999991182549441,-0.00265592637270733,0.0,0.9999964730213317
-0.3720560201858391,0.3,0.1799002634495477,0.0,-0.0009419877418362594,-0.0,0.9999995563294487,-0.0018839746478080774,0.0,0.9999982253181885
-0.3876318025529474,0.3,0.17989138768335997,0.0,0.0010836934673723263,0.0,0.9999994128040619,0.0021673856620638486,0.0,0.9999976512169375
-0.398238881761251,0.3,0.1800318762456835,0.0,0.016906811048301402,0.0,0.9998570696555469,0.03380878910394933,0.0,0.9994283194803542
-0.402394716844918,0.3,0.1802708193438223,0.0,0.05061275115627346,0.0,0.9987183534011944,0.10109576699179566,0.0,0.9948766988407863
-0.40449763603860545,0.3,0.18056591269411065,0.0,0.08990442719917269,0.0,0.9959503973441592,0.17908069998403014,0.0,0.9838343879399774
-0.40612745476146594,0.3,0.1809272817770502,0.0,0.1303076672930413,0.0,0.9914736062269363,0.258393225620103,0.0,0.9660398236892921
-0.4071271747816583,0.3,0.1812358316746171,0.0,0.1722013299696156,0.0,0.985061775705816,0.33925789575754545,0.0,0.9406934039133912
-0.4081080125685453,0.3,0.18164012508185848,0.0,0.21374595150480236,0.0,0.976889281451745,0.41761225795749185,0.0,0.9086253364306134
-0.4093424647137526,0.3,0.1822732149338642,0.0,0.25403025449226196,0.0,0.96719627263684,0.4913942305638074,0.0,0.8709372596051933
-0.41074412999630205,0.3,0.18314307898782048,0.0,0.29318172030601164,0.0,0.956056734131614,0.5605967160457076,0.0,0.8280889577568151
-0.4122172287236511,0.3,0.18423045124628723,0.0,0.3313721633362617,0.0,0.9435001268499363,0.6252993562846014,0.0,0.7803849787316919
-0.4136671930487785,0.3,0.18549102051009228,0.0,0.36879372243819,0.0,0.9295112642083384,0.6855958383512419,0.0,0.7279823805803666
-0.415009185126089,0.3,0.18685953466615965,0.0,0.4056383476602815,0.0,0.9140336596140409,0.7415342067834396,0.0,0.6709150618148731
