waypoint,q1,q2,q3,q4,q5,q6
19,2.126714328650377,-0.4819538676198576,1.685055256563154,0.3642168252408754,-1.570215536446045,0.0
20,2.1593431420891305,-0.47113092462566125,1.6466705015501744,0.3919612854865091,-1.5697758506664357,0.0
21,2.190414721740656,-0.4592900920455941,1.6065622811597042,0.42049880995460254,-1.5692676939367787,0.0
22,2.219973404197422,-0.44641152053450767,1.564723441407577,0.44978046297501234,-1.5687512628371163,0.0
23,2.2476456002342666,-0.4328790943045519,1.5219091628578814,0.47864486592688155,-1.5692647949019296,0.0
24,2.2730498790845455,-0.4193151745667056,1.479205832520617,0.50543171866787,-1.5720886164428387,0.0
25,2.289700854463889,-0.4131592908513064,1.4509395748050578,0.5096639046806513,-1.5934733449035456,0.0
26,2.2961062301426067,-0.4180655041273023,1.4437053869114929,0.48123509977266643,-1.6404347234073673,0.0
27,2.299311754747495,-0.42760380313707486,1.4445079696600533,0.438736150731977,-1.6974384327004262,0.0
28,2.301775782662613,-0.4388565521748782,1.4481442479951323,0.3911643978920448,-1.7567081662266288,0.0
29,2.3032825444215144,-0.4517126991021031,1.4550312903959353,0.3382737397431638,-1.8178764858507055,0.0
30,2.30475306522619,-0.46554528936553613,1.4634173314745165,0.2825639984077809,-1.8782699017226119,0.0
31,2.3065956572936894,-0.4801158387348752,1.4724999080032266,0.2254235376503961,-1.9361574554160248,0.0
32,2.308679468870029,-0.49556368665544304,1.4825996207467502,0.16634983559178304,-1.9913663981977654,0.0
33,2.31085986959378,-0.5120526623971885,1.4941267007571166,0.10449778396923623,-2.0439609928052462,0.0
34,2.312996293895685,-0.5297141557482571,1.5075180318720434,0.03887666278689496,-2.0940419165781776,0.0
35,2.314964856892415,-0.5486348286996103,1.5232158713699582,-0.03162525687231537,-2.141674028857398,0.0
36,2.3166677537307607,-0.5688475800936499,1.5416527269876152,-0.10823344698531889,-2.186828151487709,0.0
37,2.3180414762579566,-0.5903173984442229,1.5632294275807543,-0.1922580729195002,-2.229318935718518,0.0
38,2.3191893636511787,-0.6129459951630202,1.5878918385514906,-0.28386849791937446,-2.2682654904765975,0.0
39,2.3201251141553363,-0.6364822736096531,1.615679050851235,-0.38354748466493677,-2.303006472167643,0.0
40,2.320786249029566,-0.6605045757075924,1.6468385243805348,-0.492721713698761,-2.3331593871241747,0.0
41,2.3211643838796627,-0.6844094940509978,1.6814875925773183,-0.6129452083543717,-2.3580993878090655,0.0
42,2.3213878810379702,-0.7075842143905003,1.7189194479286374,-0.7431474336892222,-2.376554144794074,0.0
43,2.3215293584656873,-0.7292450752140383,1.7580239867176828,-0.8809864326530048,-2.3875901770632577,0.0
44,2.321878301819388,-0.7577804858868038,1.787450119265298,-0.9673804083168894,-2.390201367481779,0.0
